Unnamed: 0,SigC,SigH,EpsC,EpsH,density,estimErr
39,0.1213507110252976,0.1553025257959961,0.6765602164659649,0.0689399486780166,659.724,1.2
40,0.3080195548012852,0.1840017351442948,0.5865505743576214,0.1285287714004516,807.892,0.45
41,0.2781316254287958,0.0601426001666113,0.7651636862214654,0.0815255015715956,755.897,0.26
42,0.0903011303395033,0.2957580117899924,0.613536836107634,0.0259210753068327,406.461,5.7
43,0.1519432997331023,0.1167802495956421,1.0536165464553982,0.1384478645399212,655.394,0.73
44,0.2635109392926097,0.2222607740322127,0.2194434277845546,0.0740541182830929,691.604,1.3
45,0.2185451485216617,0.1731764230607077,0.4129116906352341,0.0545604297891259,679.549,2.0
46,0.1802098795771599,0.1997886415440589,0.8119474700244143,0.1129773560538888,701.852,2.0
47,0.0822401585057377,0.1061089948415756,0.3894371823266148,0.0454514984413981,647.965,1.3
48,0.3444933885708451,0.2841175761381164,0.9762013753945008,0.1070327446982264,729.071,5.6
49,0.3360538447275757,0.1031054456755519,0.6564763112500309,0.0671637522056698,831.657,0.6
50,0.0744199367240071,0.2684587840521708,0.7474495979839936,0.1303853659704327,567.709,0.42
51,0.1628326967358589,0.174971702019684,0.1843855449385941,0.0328553866967558,658.891,1.6
52,0.2006195969879627,0.2145224275831133,1.0792122306616976,0.0896319454535842,702.847,0.41
53,0.2672650931403041,0.1265735754296183,0.793078901353851,0.101749329380691,744.328,0.79
54,0.1550739115104079,0.2279301069462672,0.4566145585848018,0.0357152156159281,653.247,1.2
55,0.1029887031763792,0.0491410041255876,1.0025905329640954,0.1182461229339242,650.839,1.1
56,0.2913717869669199,0.2891636728290468,0.3532549069484695,0.0642820641770959,508.807,1.2
57,0.2978212149813771,0.1565648416429758,0.9065369860563428,0.0475132549554109,817.58,0.78
58,0.1106017852202057,0.1982025580713525,0.3188091667247936,0.1049929029494524,689.805,0.88
59,0.1333889730274677,0.0874000430135056,0.8816175019916146,0.0524620027840137,648.097,1.9
60,0.2467625394463539,0.2506413966286928,0.4835453525384888,0.1149805130064487,652.412,0.73
61,0.2351859336718916,0.0648487296253442,0.2729824264243245,0.1326361632347107,661.197,1.1
62,0.1985788522288203,0.3069833830902353,1.106193799095787,0.0798440152406692,382.323,4.9
63,0.0621203605085611,0.1449785929946229,0.5599921911664307,0.0873739873617887,657.31,2.6
64,0.3249159108847379,0.2442481336463243,0.7125807909520342,0.0201679771393537,803.081,0.28
65,0.3229058078490197,0.153823449476622,0.5738798002025112,0.1056432458758354,809.639,0.58
66,0.0595894574187696,0.184684695450589,0.6687067455049603,0.046872926056385,662.926,1.4
67,0.1961223357357084,0.0913538567982614,0.2283862878812477,0.1143465986102819,651.267,1.6
68,0.2333944127894938,0.265080215585418,1.119359428879991,0.0531150837987661,615.134,1.4
69,0.2440828586928546,0.0791636540731415,0.8684218247028067,0.0782698497921228,712.43,0.93
70,0.1312346610240638,0.3105300382059067,0.5281113407500088,0.1342276696115732,407.115,1.2
71,0.1083730866201222,0.1318678890429437,0.9503810280675068,0.0217548964917659,649.191,1.8
72,0.2949229520745575,0.2416306359888986,0.3048914220467209,0.0857989113032818,692.635,0.71
73,0.2931691109202802,0.1091564173167571,0.9851905847402288,0.1290300656482577,813.41,0.73
74,0.1054394355975091,0.2808041165377944,0.4013181867249309,0.0685017115995288,492.644,1.6
75,0.1575967417098581,0.1701242593117058,0.8413829302424565,0.0909744775667786,673.786,1.4
76,0.2692832880653441,0.2031058213459328,0.4394552382841706,0.0315010112896561,715.04,0.79
77,0.2035074803046882,0.1155641949838027,0.2015147295972332,0.0361193384602665,651.362,1.5
78,0.1650717581622302,0.2232066258694977,1.0308781983371822,0.1013351925089955,686.846,0.49
79,0.0765869003720581,0.0613623749800026,0.6083828811420127,0.063861527107656,647.707,1.2
80,0.3387208570726215,0.2948074186788872,0.7648194987032562,0.1186474933847785,601.539,0.58
81,0.3420368631370365,0.0455624633841216,0.3757676306976005,0.0271564978733658,776.456,0.59
82,0.0804486286826431,0.2919460141630843,1.0202935920927674,0.0803020394220948,432.235,2.6
83,0.1781997676007449,0.1301568615129217,0.4572445389291271,0.072831576578319,656.777,1.8
84,0.2160142364911735,0.2251440494786948,0.7985186638351529,0.1396878553554415,713.25,0.48
85,0.2612822496332228,0.1756524727158248,1.0670153492087495,0.1126950564607978,779.526,0.87
86,0.1490450457669794,0.2130412918301299,0.1750804438486695,0.0548620149120688,665.452,1.3
87,0.0876214585267007,0.1024209588458761,0.721041422018595,0.1073315747454762,648.181,1.7
88,0.2759773223660886,0.2699446651469916,0.6271762374050915,0.0451627959683537,622.132,1.3
89,0.3105423760600387,0.1459265510477125,0.6941783322686329,0.0581595464795828,807.063,0.91
90,0.1233688970096409,0.2430340550737455,0.5387053409710526,0.1243126787990331,653.601,0.74
91,0.1367444637231528,0.0638961442029103,1.1015287642570213,0.0418431118130683,647.887,1.0
92,0.2501453216187655,0.3082010354157537,0.2712016655810177,0.0956918141245842,396.252,2.6
93,0.2224646703340113,0.0840843938030302,0.4920456417573615,0.0929263989627361,670.982,1.0
94,0.1858118438161909,0.253686759670265,0.8949350797150283,0.0295857666432857,616.541,2.0
95,0.0587649731896817,0.1598840646063909,0.3487183874389156,0.1270562366396188,669.907,0.69
96,0.3215330264531075,0.195152567660436,0.9316290357824414,0.070395034328103,867.972,0.31
97,0.3167895819991826,0.0934694087021053,0.824074709169194,0.0430731231346726,835.195,0.91
98,0.0539866466075182,0.2629676333339885,0.4260025597160682,0.1094608879461884,580.388,1.8
99,0.1905921949073672,0.151703707515262,0.9717230531860144,0.0569295353814959,674.472,2.6
100,0.2272055169567465,0.1868014189433306,0.3839952338544651,0.1105436052009463,704.815,1.0
101,0.2548867225646972,0.1382512789480388,0.625717659112066,0.1380128100141883,716.003,0.69
102,0.1415242604911327,0.2352463104398921,0.7783062588976696,0.0744375452026724,654.448,0.76
103,0.1185911605134606,0.0727844054093584,0.2150168091714382,0.0819698258116841,647.039,1.7
104,0.3057983415201306,0.3169101736973971,1.048228181842901,0.0255432559922337,537.417,1.4
105,0.2806082922965288,0.1679774569012224,0.2418850916825234,0.0720703157037496,703.498,1.7
106,0.092218717560172,0.2052538034813478,1.136711777405627,0.1254500319808721,697.952,2.1
107,0.1444498380646109,0.1113073935126885,0.5912169138133525,0.0279177585244178,648.319,2.3
108,0.2566486550495028,0.2786519768889993,0.6821902005473152,0.0945398625731468,552.968,1.6
109,0.2113800875842571,0.054943568918854,0.9369083110969512,0.097781250923872,680.593,1.1
110,0.1736051142215728,0.3012229784624651,0.2875726850813254,0.0397140346467494,337.309,13.0
111,0.0850452976301312,0.1219788435315713,0.851117848913744,0.1222453800588846,654.264,1.9
112,0.34666842315346,0.2167952398713678,0.514653506144695,0.0603107760101556,813.829,0.38
113,0.3341628292575478,0.1237746269246563,1.1188625470090656,0.0841194662451744,923.743,2.4
114,0.0719161259010434,0.2315295303445309,0.2846894283382222,0.0233569374680519,643.855,0.94
115,0.1697399348020553,0.051940524186939,0.7076812968891113,0.1358850767463445,652.323,0.71
116,0.2080675326287746,0.2855646908106282,0.5560544467752799,0.0766457851976156,482.077,1.7
117,0.2738439304754138,0.1003063019057735,0.331411161583662,0.0510299537330865,699.078,0.96
118,0.1622643282637,0.2720581423621624,0.918175354651548,0.116479982510209,551.978,0.79
119,0.1007692154496908,0.1777712871693074,0.4785772251568734,0.0489509116113185,662.308,2.4
120,0.28861052878201,0.2109236408295109,0.8776130045460536,0.1035027031600475,805.346,0.45
121,0.299739365465939,0.0703137949472293,0.4437728171765804,0.1207328594848513,744.089,0.86
122,0.1130778709426522,0.3017843203153461,0.7811989243069664,0.0617279071733355,365.461,5.7
123,0.126527252048254,0.1395130903609097,0.3584627698622644,0.0992569852247834,654.422,2.2
124,0.239268496632576,0.2494466289328411,1.0068366351889444,0.038260102905333,673.515,0.71
125,0.2285794606432318,0.1620299720531329,0.734539230601862,0.0331802203133702,692.236,1.2
126,0.1914155168458819,0.1930036905612796,0.6445295884935185,0.089372672624886,694.578,0.92
127,0.0642936874181032,0.0819343451149761,1.084353347865865,0.066844526194036,647.355,0.85
128,0.3277227755635976,0.2558398268269375,0.1885630211895331,0.1306539085134863,657.857,0.84
129,0.3285818273201584,0.1178070465810597,0.7237745734447613,0.0773030995205044,835.864,0.78
130,0.0657783867791295,0.2213005562471225,0.6337611028686165,0.1352533571794629,694.752,0.59
131,0.1928630217909813,0.0589697715407237,1.0719004410715771,0.0227215396985411,669.484,1.3
132,0.2294757045805454,0.296863793393597,0.1761138216741383,0.0847731023654341,427.106,2.1
133,0.238406410627067,0.1071481585986912,0.4639271707905456,0.1028599963709712,680.46,0.91
134,0.12504558917135,0.2831447312282398,0.801349566969648,0.0495972387120127,479.518,1.7
135,0.1116322558373212,0.1720162215596065,0.376928873839043,0.1171299556270241,680.637,0.54
136,0.2988412294536829,0.2008820563759655,1.0253065639611334,0.0503908929601311,838.38,0.32
137,0.2877124609425663,0.0774226966165006,0.3423073289049789,0.0369106221944093,713.893,0.96
138,0.0993235344067215,0.3131380843343213,0.9290678110215812,0.1006028456240892,366.464,1.4
139,0.1607825972139835,0.1334918666025623,0.4906727587124332,0.0630701215565204,654.135,1.3
140,0.2729819104075431,0.2391390165071934,0.8897123628970235,0.1193797327578067,737.836,0.58
141,0.2089639877900481,0.1563295668624341,1.0990653352731838,0.1319887816905975,704.626,1.3
142,0.1711872307583689,0.1830417614402249,0.2648883881345391,0.0654840582609176,670.778,1.2
143,0.0734006140381097,0.0886975644966587,0.6890834513874724,0.0880158828943968,649.295,1.5
144,0.3350220900028944,0.2668727712612599,0.5374603085525334,0.0345187716931104,715.216,1.1
145,0.3458086561411619,0.0863605070328339,0.9575515811653807,0.1117869283258915,929.886,2.6
146,0.0835613135248422,0.2516138693150133,0.3082121413715183,0.0557118923962116,608.297,0.8
147,0.1721571801230311,0.1577249312736094,0.8691101887220516,0.1082395953685045,674.448,1.5
148,0.2104842728003859,0.1971090313689783,0.5326495385423302,0.0443127966672182,682.084,1.7
149,0.2575100257992744,0.1439516841387376,0.2315941986938938,0.0243146257847547,675.264,1.6
150,0.1459322161972522,0.2452082395609468,1.1264171881552785,0.0832021617144346,635.841,1.3
151,0.0936639035120606,0.0660211860276758,0.578275090564601,0.0756735557317733,646.938,1.1
152,0.2815068574622273,0.3058772292630747,0.669252187404409,0.1367878544330596,474.678,1.0
153,0.3066971246153116,0.1739450372448191,0.605446558346413,0.0940106802806258,797.705,0.66
154,0.1200361263006925,0.2154827775787562,0.7580314618702977,0.0284432351216673,657.949,1.1
155,0.1430064206942916,0.1042781461589038,0.1969077846420928,0.1259718339517712,648.814,0.83
156,0.2557483134791255,0.2673528743060306,1.0301229674194006,0.0715374587848782,625.171,0.77
157,0.2263097770512104,0.0481017122259363,0.8344820555182173,0.0608252653852105,687.786,2.0
158,0.1891441836953163,0.2901363895963877,0.4364060922868549,0.1217052105441689,483.344,2.0
159,0.0525025876238942,0.1277339091412723,0.9842924757713452,0.0391775147244334,650.602,1.2
160,0.3159298921003937,0.2268368243249133,0.3965683490291237,0.0982993898913264,756.197,0.61
161,0.3206349764950573,0.0568531538164243,0.4733389741241932,0.1389205946028232,777.332,0.6
162,0.0573192742653191,0.2989836411233991,0.8762246019760146,0.0735877819359302,399.813,1.8
163,0.184330094885081,0.119919474247843,0.3288043624483049,0.0810619194060564,653.027,1.3
164,0.2216026681475341,0.2191848497586325,0.9117187070535496,0.0263929117470979,690.375,1.0
165,0.2510417588986456,0.1656359314834699,0.7063906754065304,0.0459153383225202,718.471,1.0
166,0.1381917775608599,0.2072611504551023,0.5509139915196224,0.1065606509894132,692.387,1.5
167,0.1248534030281007,0.1135325899161398,1.1125337500374763,0.0540874415636062,650.794,1.5
168,0.3114016189239919,0.2767614470915869,0.2822104651397094,0.1134439492225647,576.063,2.0
169,0.2768363562412559,0.1356438842108473,1.0853721609879283,0.0966970842704177,793.437,0.61
170,0.0891061757691204,0.2369879182707518,0.1934335630385205,0.0408562230691313,639.432,0.5
171,0.1504925685934722,0.0752748527936637,0.7410794324439018,0.1233294396474957,647.347,1.6
172,0.2621784756891429,0.3152850250573829,0.6472180616086348,0.0591684662178158,363.211,2.8
173,0.215152168367058,0.0951090888073667,0.3634310634195804,0.0694044825807213,660.799,0.63
174,0.1767180868424475,0.2604582610260695,1.007953214708902,0.1280578437820077,604.464,1.0
175,0.0790029956959188,0.149913885038346,0.4465891702972352,0.0305836991593241,650.458,1.9
176,0.3411387450061738,0.1894604454608634,0.7878669914649798,0.091932172589004,872.386,0.58
177,0.3396196222864091,0.1641061163134873,0.2142160038791596,0.0519963609054684,737.318,0.98
178,0.0780318840406835,0.1907308322535827,1.0435756478236988,0.1154544096067548,690.17,1.1
179,0.1665539362467825,0.079975148207508,0.6189140880644322,0.0479843830689787,652.462,1.3
180,0.204369053337723,0.2579962259437889,0.7753544165769591,0.1045281689986586,612.403,1.1
181,0.2683875660412013,0.0681389590688049,0.9669576959650964,0.0869030592963099,759.322,0.74
182,0.1561487126164138,0.3037585368501022,0.3830815906709059,0.0206325105950236,190.954,42.0
183,0.1039553587324917,0.1418380686109885,0.8209799741078168,0.1331016055122018,659.29,1.1
184,0.2923094389028847,0.2473227581884712,0.4190561106173321,0.0793703195825219,689.205,1.1
185,0.2940632029436528,0.0978657268844545,0.8556113830845802,0.032389050796628,797.137,0.25
186,0.1068890846334397,0.2737664895774797,0.5152971918528899,0.090104675963521,530.358,1.3
187,0.1297867090441286,0.1803616465767845,0.9402144657183438,0.0676355881989002,670.012,2.3
188,0.2431870617903769,0.2090650210659951,0.2947286881653592,0.1299217833578586,716.683,0.62
189,0.2342557656578719,0.1255807362161576,0.5917478056989609,0.1177740287780761,688.898,0.63
190,0.1976047317497432,0.2289867672445252,0.6865709262060001,0.0647459036111831,671.829,0.88
191,0.0610346612520515,0.0502507439097389,0.2488981726467609,0.1022159229964018,644.318,1.9
192,0.3238043551333248,0.2879906367342919,1.139875024596788,0.0352422278374433,711.52,0.27
193,0.3263982007279992,0.1102143448023125,0.2620938517717645,0.0905090281367302,735.737,0.66
194,0.0629818217828869,0.2798125445116311,1.0953090345490724,0.0319746854901313,502.115,2.6
195,0.1994775056838989,0.1689504726678133,0.5479037655239924,0.1295010151714086,692.201,1.4
196,0.236631029099226,0.2042148105809465,0.7004886690478771,0.0680371852964162,717.711,1.4
197,0.2452784312888979,0.1208731676964089,0.9263268585184588,0.063390377536416,721.479,1.1
198,0.1325293323025107,0.2179681742656976,0.3386027317762374,0.1191122201830148,692.003,0.75
199,0.1097060944885015,0.0559042179137468,0.9002075234638526,0.0365849874913692,647.44,1.4
200,0.2963731545954942,0.3001966126868501,0.5021315602324903,0.1008613173663616,487.167,0.27
201,0.289923937804997,0.1505972668929025,0.8038507912853732,0.1138800121471285,792.769,0.64
202,0.1020928034558892,0.1879735885504633,0.4673901411056518,0.053588093034923,667.342,0.99
203,0.154214059561491,0.094429292909801,1.01505112790931,0.1061153185740113,651.259,1.0
204,0.2657811939716339,0.2619405027711764,0.3657116881154477,0.0464090794697403,613.329,0.72
205,0.2020647605881095,0.0716905919117853,0.6363140381244943,0.0212830819562077,664.851,0.68
206,0.1637312842532992,0.3180699765328318,0.7272911349643021,0.0862625010684132,315.699,4.6
207,0.0752813298255205,0.1392235299274325,0.1659119768267497,0.0787361785396933,655.235,1.7
208,0.3375362005084752,0.2342065527522936,1.0607349662881345,0.1337549176439643,868.983,0.54
209,0.3430115278810262,0.1406193987727165,0.4331903693800792,0.0423161214962601,793.849,0.8
210,0.0813782680779695,0.2482743271151558,0.8322299735646694,0.0952252281084656,628.415,1.4
211,0.1793119413778185,0.0693540388820692,0.4075533294586464,0.0576956994459033,651.218,2.2
212,0.2170993378385901,0.3028115790206939,0.9943138115752488,0.1247847510501742,449.848,1.8
213,0.264995476603508,0.083028286755085,0.7547489859091118,0.1275198259577155,734.293,1.2
214,0.1528025113046169,0.2546801521340385,0.6031258430741727,0.06992321934551,602.417,2.8
215,0.0911975363269448,0.1610575888631865,1.041039314530231,0.092453647442162,664.189,0.47
216,0.2795789705589414,0.1940433160383254,0.2068623673915863,0.0300520958378911,692.146,0.73
217,0.3094669748097658,0.0530337010398507,1.129459921239503,0.0733052512258291,865.431,0.65
218,0.12224703989923,0.2844042513305321,0.2336733018420636,0.1392224063724279,508.012,1.3
219,0.1358062854036688,0.1228014789475128,0.6585755794981494,0.0266919711232185,649.409,1.5
220,0.2491792125627398,0.2325683910343796,0.5685621089220046,0.0807729884982109,694.928,0.75
221,0.2188521049916744,0.1788768307939172,0.3111862484818324,0.1077963010966777,695.545,2.2
222,0.1822466641664505,0.2097505742246285,0.9595639386039226,0.0446916459500789,676.505,0.9
223,0.0550149725750088,0.0993457810534164,0.5219061849264428,0.1122211817651987,648.724,1.2
224,0.3178123155608773,0.2730846362803131,0.8593285811055451,0.0553276643902063,698.487,1.0
225,0.3131781985051929,0.1711015790402889,0.9976987206254152,0.0283916479721665,858.961,0.65
226,0.0504202884621918,0.2020628011086955,0.3522129430724308,0.0940742278471589,684.329,1.1
227,0.1868433023802936,0.108067412215285,0.7903672774847597,0.0716055746003985,661.954,1.0
228,0.2234836968593299,0.281960396470502,0.4500530862530693,0.1259211672469973,520.421,1.5
229,0.2538102143444121,0.0623187362849712,0.183230772550404,0.1227099206671118,666.779,1.9
230,0.1404035137034952,0.2937850965121761,1.074207624500431,0.0598398407921195,408.141,3.2
231,0.1176518014632165,0.1144544918118044,0.6497719314880669,0.097307562418282,650.555,1.7
232,0.3048334120772779,0.2243838642258197,0.744595051995106,0.0401794697716832,795.274,0.99
233,0.2843204122968017,0.0923094207718968,0.5613565028503537,0.0574022730439901,742.029,0.85
234,0.095977293420583,0.2640570960873738,0.7177968313628807,0.110077262148261,578.369,0.51
235,0.1480247351340949,0.1527129489732906,0.2794168634004891,0.0426095476746559,654.555,1.9
236,0.2602514828555285,0.1858611364755779,1.108776507345028,0.1099327167868614,782.053,0.82
237,0.212355934176594,0.1328444114401936,0.8867207045111805,0.082433658093214,683.005,0.73
238,0.1745335751213133,0.2405868184203282,0.4847968410206958,0.0250711689889431,634.066,0.76
239,0.0861585794948041,0.0780738516403362,0.9089768162544816,0.1375398150831461,646.824,1.3
240,0.3477524152956903,0.3116855208072811,0.3251007109602913,0.0749041459709406,460.327,1.4
241,0.3327212176285684,0.0629404480187222,0.6758952602680772,0.0987906417250633,830.341,0.34
242,0.070574542786926,0.3092240227032453,0.5820338894328102,0.0387328401207923,290.441,12.0
243,0.1684355461038649,0.1470371796935796,1.1429168193850665,0.1212046887725591,670.536,1.1
244,0.2068816975690424,0.2418577421912923,0.2509782214356586,0.0612643321603536,641.513,0.81
245,0.2705975766293704,0.1589076703516766,0.5045528925962746,0.0663724396377802,724.086,0.48
246,0.1589188757352531,0.1961965133715421,0.8458307137640192,0.1311177412420511,703.851,1.1
247,0.0973854263313114,0.0851740640252828,0.2977037298992276,0.0336468206346035,651.094,2.1
248,0.2851095450110733,0.2525311448583379,0.942225881188549,0.088899677246809,718.708,0.46
249,0.3009337573312223,0.1291796699268743,0.3940656254597008,0.1354194415733218,740.541,0.61
250,0.1143737218342721,0.2261871978584677,0.9769799700649454,0.0771196741983294,670.15,1.7
251,0.1278591529466211,0.0466513362750411,0.4158413223341107,0.0845906019583344,649.046,2.3
252,0.2407198094762861,0.2907896020198241,0.8187269501859321,0.0228921968117356,520.605,2.4
253,0.2320729616098106,0.1014644653303548,1.0544929369028655,0.0484799768403172,707.374,0.94
254,0.1948067720048129,0.27096685510315,0.2241696520050987,0.1039672442153096,550.758,2.2
255,0.0676500392146408,0.1767623040303588,0.7720710023198276,0.0514953884109854,663.014,1.6
256,0.3309582133777439,0.2118641816163435,0.6165943184329197,0.1160062935575843,830.965,0.48
257,0.3303881668485701,0.1777239924035966,0.3494102209497243,0.0404954557865858,766.91,1.0
258,0.0682203785516321,0.2128342012884095,0.9987468183128162,0.0970394705981016,685.667,1.4
259,0.194225265737623,0.1015608702143654,0.4527858548324555,0.0595072025060653,661.093,1.1
260,0.2326547651551663,0.2710715912859887,0.7892492886846885,0.1229650223255157,581.124,0.21
261,0.2401211281307042,0.0476298174224793,1.0753252680957317,0.1255913926661014,719.932,0.88
262,0.1284581136889755,0.291743089270778,0.1804976146975532,0.0718598778545856,429.618,4.4
263,0.1137819225899875,0.1292926072319969,0.7435466531716286,0.0943912429362535,651.956,0.67
264,0.3015258315019309,0.2262751412671059,0.6525742790268734,0.0281209231168031,774.529,0.72
265,0.2845377639867365,0.0858869687505066,0.7164386369645594,0.0751167330518365,760.926,0.15
266,0.0979575001634657,0.2532190556870773,0.5638490695038809,0.137402699328959,627.109,1.5
267,0.158335670735687,0.1592861515348777,1.110065747090429,0.0248713413998484,657.896,1.5
268,0.2711810789071023,0.1965500006582587,0.2768552870081737,0.0825871954485774,716.499,0.86
269,0.2062836063094437,0.147733291644603,0.4873589829612523,0.1097339182719588,675.305,1.6
270,0.169033916760236,0.2425621854411438,0.8854321037618442,0.0427604519948363,635.51,1.2
271,0.0699832978658378,0.0633023967808112,0.3226086951654404,0.1102927129343152,647.809,1.2
272,0.3333127374760806,0.3095943027641624,0.9103356055801732,0.0572643588855862,565.791,0.61
273,0.3483473504893482,0.0778942822506651,0.5826607620161026,0.0885721335932612,828.163,0.64
274,0.0855639192275703,0.3115309453140944,0.6726713754719122,0.0339033548161387,237.962,18.0
275,0.1751308192498982,0.1319325989894569,0.2504017322231084,0.1314324096217751,660.091,0.74
276,0.2117589694447815,0.2396999998660758,1.1461911499826236,0.0660993680730462,669.567,0.86
277,0.2608361474238336,0.1525499120047316,0.8425560820303857,0.0615763710811734,742.417,1.2
278,0.1474403678439557,0.1856897682081908,0.5051290072249248,0.1209326498582959,691.762,1.2
279,0.0965459161438047,0.0914144010953605,0.9454494207799434,0.0384044944867491,649.271,1.3
280,0.2837520823813975,0.2631537451120093,0.2970764680424705,0.0990500360354781,613.232,0.61
281,0.3054266485385596,0.1140258784210309,0.9800140950642524,0.1158114421367645,839.239,0.63
282,0.1170588399283587,0.223946919536218,0.3932489343212917,0.0516502398252487,658.192,1.1
283,0.1409990233369171,0.0616892604865133,0.8157442074477672,0.1041784023493528,649.984,1.9
284,0.2532149841077625,0.2931472894148901,0.4167093406477943,0.0483377700299024,455.587,1.8
285,0.2240689157508313,0.1076222664033994,0.2233021845500916,0.0231025529652833,658.217,1.2
286,0.186258380766958,0.2815402445551008,1.0574762745684012,0.0844512552767992,505.501,1.8
287,0.0509895012713968,0.1704553104676306,0.6174115751195699,0.0769221933186054,668.483,0.53
288,0.3126092785038054,0.2014415264325216,0.7690375163165852,0.1355753256380558,842.51,0.72
289,0.317240266315639,0.0994409980764612,1.092746951366775,0.100721828751266,875.081,0.63
290,0.0555867424234747,0.2731881846021861,0.2633826287958771,0.0367952589318156,529.278,1.4
291,0.1816631551831961,0.1798396744839847,0.7029807436009868,0.1192680159583687,692.93,1.7
292,0.2194353390485048,0.2107217492135241,0.5465451524730771,0.0631927511468529,692.949,0.61
293,0.2485808173194527,0.122913488744758,0.3399611024493351,0.0681921826675534,681.302,1.3
294,0.1364043878391385,0.2326554069351405,0.9238343506231904,0.1293062524870038,678.783,0.61
295,0.1216555267572403,0.0540130771510303,0.5008424967618659,0.0318325638398528,649.105,1.7
296,0.3100581906735897,0.2853586335452274,0.9027691586144267,0.0907203286513686,617.263,0.68
297,0.2790086200460791,0.1614372579073533,0.4662726737851276,0.1334827327728271,739.984,1.1
298,0.0917676074430346,0.1943979911860078,0.8065840078964829,0.0790481287240982,677.894,1.5
299,0.1522207368165254,0.083740036163479,0.3667602632137015,0.0865218102186918,648.604,1.7
300,0.2655769761651754,0.2553669076459482,1.0122488391287623,0.0209545939415693,712.693,0.64
301,0.2165003882721066,0.0697169151520356,0.7300939158452674,0.046665755584836,677.353,1.2
302,0.1799105981364846,0.3031827865894884,0.6352661167118698,0.1057878596335649,419.323,2.0
303,0.0807861648499965,0.1413146157599985,1.0580022564670069,0.0533151097595691,652.601,1.5
304,0.3436033338308334,0.2489778754012659,0.1670301419015973,0.1141948260366916,679.22,0.6
305,0.3381291329860687,0.1383107899688184,0.8330974997779353,0.0302029149979352,864.943,0.26
306,0.0746881000697612,0.2333188066901639,0.4302072079893201,0.0922547065466642,662.67,0.68
